,x_scaled,y_scaled,time_scaled
0,1.2936789364935595,0.37984273810974506,-4.6836047194372
1,0.3962500597941757,0.0721919694695308,-4.409724777612275
2,0.41452829107990674,-0.5294236132132749,-4.404804778657335
3,1.1716245563997443,-0.3186920119246455,-3.949431542050224
4,0.6179918599901605,-0.994220673960372,-3.858684894659131
5,0.18966166203744633,-0.7468534081381694,-3.791444908941634
6,0.992211409793347,0.1413241891239537,-2.611191826306875
7,0.21160495441649183,0.25451142633417134,-2.416578534311519
8,0.3517918600033988,-0.6016136830138862,-2.021885284815319
9,-0.4002876427927818,0.06357140385630804,-1.733245346125577
10,1.2365600241321135,-0.2797602008549541,-1.6567120290487516
11,0.050772658818974664,-0.09314377600253687,-1.6168053708586925
12,-0.26801144093497675,-0.592530577381582,-1.462645403603944
13,-0.12058407826536308,0.7948133470491145,-1.376272088617241
14,-0.08378776154244616,0.07923346952007622,-1.3669787572579122
15,-2.0431451132591736,0.2555970039204022,-1.1822054631724335
16,-0.270896415630316,-0.5140530341277787,-1.0892721495791453
17,0.5627828143264256,-0.42697171872602785,-1.0209388307605511
18,-0.08162234930019735,0.08234865735548276,-0.9870455046265285
19,-0.43775644778985917,-0.4085133011629711,-0.9722855077617121
20,-0.04482603257728043,-0.18841190579662834,-0.9564321777957983
21,1.0659250911283131,-0.5122597319276752,-0.9553388446947008
22,-1.17133131491449,-0.0030897773148288597,-0.8924721913815941
23,0.37580865789332407,-0.7908395724858412,-0.883725526572814
24,0.9348526432807647,0.3793307773210014,-0.8449122014838525
25,0.9924512639444834,0.16769568759268824,-0.7716588837103195
26,-0.5809023017816706,4.994205542860935,-0.7711122171597709
27,-0.5465112514521387,-0.23092648276033903,-0.6891122345774577
28,-0.13176755826070802,0.35637698897185355,-0.684192235622519
29,0.9436308568836802,-0.5553834318727732,-0.6770855704653852
30,0.44362910032135117,-0.9621010121848644,-0.6563122415445326
31,0.031290673522986985,-0.04824404713594789,-0.6535789087917888
32,-0.4214508487738521,0.08012952085371196,-0.5983655871863647
33,-0.47796900494389305,0.6700981155479797,-0.5770455917149633
34,0.16080070694713827,-0.6504315672697303,-0.5693922600072807
35,0.22417376025642893,-0.5221652375522884,-0.5054322735930766
36,0.20721808924295868,0.2535489208590998,-0.5037922739414303
37,0.11666978478333602,-0.12071624715560386,-0.47973894571728515
38,0.5100081762147949,-0.352843922922514,-0.45841895024588375
39,0.413086924546279,-0.5289114125180331,-0.43983228752722614
40,0.0929421568509238,-0.5979107238889025,-0.4239789575613123
41,1.2276607626403844,-0.47255326228865585,-0.38844563177564334
42,0.5299698698133738,1.2127122565444808,-0.378058967315217
43,0.4053891754373598,-0.3361092346316023,-0.35892563804601063
44,1.2076990690418055,-0.16126478913206158,-0.34307230808009676
45,0.445312562633562,0.43359886082546195,-0.28348565407028264
46,0.39757486169356465,-0.6065785511121101,-0.25123232758790615
47,0.39757486169356465,-0.6065785511121101,-0.25123232758790615
48,0.5589496311650488,-0.4271271782345646,-0.22444566661101725
49,0.5041149373075372,-0.7970745063830188,-0.2014856714879696
